t,x,y,z,dx,dy,dz
0.0,-3.770663753394109,-0.29373849679516434,-1.056978151001442,-13.934165673618603,-101.44950359336289,21.61798967860542
0.1,-5.16408032075597,-10.438688856131455,1.1048208168591,-53.11974231146213,-132.06879457969114,92.27037234358316
0.2,-14.394612215686536,-26.707497412733392,17.397096317715192,-66.68738462677729,12.115160092971848,239.57224299399263
0.30000000000000004,-18.501557246111428,-8.015656837537085,49.01926941565763,56.2539076114323,182.76847800110224,88.23894210828524
0.4,-3.143830693400077,9.84619818748706,35.04488473937224,116.42469562058851,84.5067339673404,-103.98542030094295
0.5,4.783381878006275,8.885689955930994,28.22218535546904,51.773393749217625,-6.123318891570939,-43.411104928145804
0.6000000000000001,7.2108480564434485,8.621534409172872,26.36266375374308,17.49159842385173,1.2323549134830092,-9.702185439972641
0.7000000000000001,8.281701562776622,9.132160938627596,26.281748267474512,8.594640422006549,3.5261362314369205,4.1619816687277655
0.8,8.929776140844758,9.326761655460256,27.195060087488635,3.5591296888159807,-2.0448099407115983,8.634743878322997
0.9,8.993527500539818,8.723198950485276,28.00869704313911,-2.1391817666091484,-7.184863866277085,3.1041345160199185
1.0,8.501939787522929,7.889788882204839,27.81588699069262,-5.05912577298933,-5.413045559266201,-5.804501046820061
1.1,7.981702345941952,7.640589838632036,26.8477968337751,-2.9236279229451068,1.23679203035453,-9.04747993149602
1.2000000000000002,7.917214202933907,8.137147288275745,26.006391004393414,1.8943711339227454,6.605195516842941,-4.106623364165749
1.3,8.360576572726501,8.961628942000624,26.02647216094195,5.0906497562832165,6.207942907149526,4.845235929421996
1.4000000000000001,8.93534415419055,9.37873586970565,26.975438190277814,3.593388252100791,-0.37113031431823096,9.748121214967913
1.5,9.079254223146659,8.887402879136978,27.976096403935532,-1.5941452430049718,-7.017724180952136,5.008697600344725
1.6,8.616515105589556,7.975191033515223,27.97717771034676,-5.291281312091494,-6.5695168092040435,-4.726603910601543
1.7000000000000002,8.02099796072836,7.573499517296169,27.030775621815224,-3.8260043790245257,0.03265065990806004,-9.635380695848852
