t,x,y,dx,dy
0.0,4.6692390050105805,2.46443504621593,1.362392382204023,-1.0290666870034748
0.1,4.805478243230983,2.3615283775155826,1.3119924985447717,-1.0209365932426318
0.2,4.931637504719535,2.2602477275674038,1.2000267286054367,-0.9958243852634596
0.30000000000000004,5.04548358895207,2.1623635004628907,1.0722760333529768,-0.9567235772256377
0.4,5.14609271139013,2.0689030121222762,0.9404716642320743,-0.9103665745577338
0.5,5.233577921798485,1.980290185551344,0.8132341902947005,-0.8618064717872509
0.6000000000000001,5.30873954944907,1.896541717764826,0.6958754940960254,-0.8142290462740476
0.7000000000000001,5.37275302061769,1.8174443762965344,0.5909991587669783,-0.7692907577601626
0.8,5.426939381202466,1.7426835662127935,0.49932812075236477,-0.7276071752612723
0.9,5.472618644768163,1.67192294124428,0.42044062588144193,-0.6891843298459632
1.0,5.511027506378754,1.6048467002436009,0.3533092736847543,-0.6537270006769946
1.1,5.543280499505114,1.541177541108881,0.29665090879964495,-0.6208309477751728
1.2000000000000002,5.570357688138683,1.4806805106885663,0.24913337421012205,-0.5900894964422698
1.3,5.593107174347138,1.423159641820427,0.2094866517356131,-0.5611447145083104
1.4000000000000001,5.612255018485806,1.3684515677869042,0.17655515883200135,-0.5337059314587467
1.5,5.628418206113539,1.3164184555286778,0.14931613020183754,-0.5075506159566701
1.6,5.6421182445261735,1.2669414445955702,0.12687971463892112,-0.48251676320830494
1.7000000000000002,5.653794149041323,1.2199151028870168,0.10848006308488145,-0.4584920395711789
1.8,5.66381425714315,1.1752430366813345,0.09346266167421735,-0.4354025133967665
1.9000000000000001,5.672486681376166,1.1328346002076635,0.08127074186625283,-0.41320237133350535
2.0,5.6800684055164,1.0926025624146334,0.071432196145369,-0.3918652047445603
2.1,5.68677312060524,1.0544615592587514,0.06354764200122265,-0.3713770048076981
2.2,5.692777933916645,1.0183271614530938,0.05727985380658218,-0.3517307743739678
2.3000000000000003,5.6982290913665565,0.9841154043839578,0.05234456619718664,-0.33292255808886284
2.4000000000000004,5.703246847156082,0.9517426498353212,0.04850255151853666,-0.3149486554825359
2.5,5.707929601670264,0.9211256732874507,0.04555283458891335,-0.29780378290193643
2.6,5.712357414073865,0.8921818932549339,0.04332690046361165,-0.2814799707198118
2.7,5.716594981762986,0.8648296791434883,0.04168375841441918,-0.26596601128877184
2.8000000000000003,5.720694165756749,0.8389886909971795,0.04050573909491373,-0.251247304358303
2.9000000000000004,5.724696129581969,0.8145802182718277,0.039694917319739176,-0.23730597667457776
3.0,5.7286331492206966,0.791527495662264,0.03917006781108512,-0.22412117942172294
3.1,5.732530143144186,0.7697559823874831,0.038864074775268875,-0.21166949031369786
3.2,5.73640596417575,0.7491935975995244,0.038721727956354535,-0.19992536634846347
3.3000000000000003,5.740274488735457,0.7297709091177904,0.03869784793219644,-0.18886160873935187
3.4000000000000004,5.74414553376219,0.711421275851654,0.03875569201158058,-0.17844981372722946
3.5,5.748025627137773,0.6940809463723445,0.0388655993604603,-0.16866079231278086
3.6,5.751918653634282,0.6776891173890979,0.03900384014360103,-0.1594649489539246
3.7,5.755826395166493,0.6621879565815596,0.03915163867731941,-0.15083261437837114
3.8000000000000003,5.759748981369746,0.6475225945134236,0.039294345004270426,-0.14273433125409019
3.9000000000000004,5.763685264167347,0.6336410903307416,0.039420733052804025,-0.13514109390526996
