t,x,y,dx,dy
0.0,-4.288640073122789,-2.148638914525071,27.38711863680483,6.623150304744924
0.1,-1.549928209442306,-1.4863238840505784,17.394997190802357,3.443450346583786
0.2,-0.8096406349623174,-1.4599488452083136,6.263332077281665,0.3310562472722922
0.30000000000000004,-0.29726179398597297,-1.42011263459612,4.667444492651177,0.7072595566377371
0.4,0.12384826356791809,-1.3184969338807662,3.868563803687153,1.3648312978272015
0.5,0.47645096675145765,-1.1471463750306796,3.1695655534801346,2.0359036466266045
0.6000000000000001,0.7577613742639451,-0.9113162045554453,2.411181593149867,2.614782682110105
0.7000000000000001,0.9586872853814311,-0.6241898386086586,1.565086918264561,3.033611955213683
0.8,1.0707787579168573,-0.3045938135127086,0.6544755504817507,3.2455116385487384
0.9,1.0895823954777812,0.024912489101089084,-0.2718978021624818,3.223236248370198
1.0,1.016399197484361,0.34005343616133105,-1.1528615628586003,2.96029699121531
1.1,0.8590100829060612,0.6169718873441511,-1.9241663370509048,2.4714985491618138
1.2000000000000002,0.6315659300741799,0.8343531459936938,-2.5262695903163803,1.7919623802385376
1.3,0.35375616484278505,0.9753643633918586,-2.910953547825655,0.9744019191077785
1.4000000000000001,0.04937522050904891,1.0292335298152495,-3.0465948746346827,0.08476135472606339
1.5,-0.2555628100841515,0.9923166343370713,-2.921770891319815,-0.803443563338217
1.6,-0.5349789577549141,0.8685448171476061,-2.546934355996641,-1.6155874771873062
1.7000000000000002,-0.7649496812834797,0.66919913889961,-1.954022329424222,-2.2826106790375085
1.8,-0.9257834236397585,0.4120226813401044,-1.1940371824167728,-2.747287271686261
1.9000000000000001,-1.0037571177668343,0.11974168456235777,-0.33281860711288025,-2.9694974734970745
2.0,-0.9923471450623346,-0.1818768133593105,0.5546089472656501,-2.930004571685064
2.1,-0.8928353283137043,-0.46625922977465506,1.390597123493225,-2.63237422299056
2.2,-0.7142277203636895,-0.7083516579574225,2.1017418352529362,-2.102845223929806
2.3000000000000003,-0.472486961263117,-0.8868282745606163,2.6254285766329724,-1.3881500165936722
2.4000000000000004,-0.18914200503709502,-0.9859816612761569,2.9154534757416815,-0.551472258837809
