t,x,y,dx,dy
0.0,0.0100185705081634,0.3559143141937729,0.39278624982604987,0.7557522775152353
0.1,0.049297195490768386,0.43148954194529643,0.4334048275214881,0.813148320438348
0.2,0.09669953601246103,0.5185439782814425,0.5205725652396106,0.9312582617386694
0.30000000000000004,0.15341170853869052,0.6177411942930303,0.6197350060057524,1.051510916900652
0.4,0.22064653721361152,0.7288461616615729,0.7305244263136664,1.1609309881439622
0.5,0.2995165938014238,0.8499273919218228,0.8508198864288072,1.2368907072995727
0.6000000000000001,0.390810514499373,0.9762243031214874,0.9756383961154302,1.2445153778044598
0.7000000000000001,0.49464427302450986,1.0988304674827147,1.0959101100315227,1.1376374312595505
0.8,0.6099925365056775,1.2037517893733976,1.1977269320195494,0.8682171933355687
0.9,0.7341896594284197,1.2724739061498285,1.2631472508879764,0.4083262569150059
1.0,0.8626219866832728,1.2854170407563987,1.2737102499499564,-0.2195452127207842
1.1,0.988931709418411,1.2285648636056716,1.2166388574861002,-0.9235123800979572
1.2000000000000002,1.105949758180493,1.1007145647368073,1.0912341222069504,-1.5609574135856201
1.3,1.2071785338598011,0.9163733808885476,0.9112160232163691,-1.9979139943604507
1.4000000000000001,1.2881929628237667,0.7011317658647171,0.7005420721599609,-2.171354991856219
1.5,1.3472869482917933,0.4821023825173038,0.4849200401323639,-2.107503630077826
1.6,1.3851769708502395,0.279631039849152,0.28418649743026214,-1.889480043237919
1.7000000000000002,1.4041242477778457,0.10420637386972,0.10909200521999396,-1.608523161031661
1.8,1.4069953718942383,-0.04207359235718023,-0.03771201026206317,-1.332301861082236
1.9000000000000001,1.396581845725433,-0.1622539983467272,-0.15878365618802182,-1.0977457193986806
2.0,1.375238640656634,-0.26162273623691634,-0.2591099180268208,-0.9182234182221973
2.1,1.344759862120069,-0.3458986819911667,-0.3442726560697884,-0.7938701164607678
2.2,1.3063841094426762,-0.4203967595290699,-0.41955333015135987,-0.7195922454972975
2.3000000000000003,1.260849196089797,-0.4898171310906262,-0.4896726299981613,-0.6898298446930464
2.4000000000000004,1.208449583443044,-0.5583627284676792,-0.5588793409102788,-0.7009747364164043
2.5,1.1490733279077412,-0.630012078373907,-0.631211138072002,-0.7525562011337783
2.6,1.0822073558286436,-0.7088739686944349,-0.710847760961355,-0.8480102775072312
2.7,1.0069037757154702,-0.7996141338753533,-0.8025423140883742,-0.9955351926154132
2.8000000000000003,0.9216988930109687,-0.9079810072175175,-0.9121542473748978,-1.2092934912066688
2.9000000000000004,0.8244729262404906,-1.041472832116687,-1.047320248067482,-1.5109232117937104
3.0,0.7122348433974723,-1.2101656495762596,-1.2182649179713045,-1.930579017405567
3.1,0.5808199426462297,-1.4275886355978005,-1.4385847782737862,-2.5045298010562798
3.2,0.4245178877427151,-1.7110716097875156,-1.7252852481356244,-3.2602364194642472
3.3000000000000003,0.2357628930191048,-2.07963591949065,-2.095810205455527,-4.165426801063965
