t,x,y,dx,dy
0.0,-2.53129567286853,1.01617273721913,-0.528282616575324,-0.19717737685234438
0.1,-2.5841239345260623,0.9964549995338956,-0.5492871306631253,-0.19283884738987844
0.2,-2.641153099001155,0.9776049677411544,-0.5914769587171409,-0.18225330577255727
0.30000000000000004,-2.7024193262694904,0.9600043383793841,-0.6333812470173372,-0.16766927754712835
0.4,-2.7678293484046224,0.9440711122317287,-0.6735442538258396,-0.1488180299577596
0.5,-2.8371281770346584,0.9302407323878322,-0.7102265187269041,-0.1256582855370575
0.6000000000000001,-2.909874652150003,0.9189394551243172,-0.7415222569562396,-0.09844520249378097
0.7000000000000001,-2.9854326284259063,0.910551691889076,-0.7655511064123766,-0.06777151433194406
0.8,-3.0629848734324785,0.9053851522579284,-0.7807025281893454,-0.03456177261240756
0.9,-3.1415731340637754,0.9036393373665945,-0.7858839063789547,-8.619922219899046e-06
1.0,-3.2201616547082694,0.9053834282734844,-0.7807076293436377,0.034544872125814585
1.1,-3.297714659932503,0.9105483117917574,-0.765560930624829,0.06775559318749458
1.2000000000000002,-3.3732738408332352,0.9189345469109833,-0.7415361153003253,0.09843079312009062
1.3,-3.446021882992568,0.9302344704157756,-0.7102435247514793,0.1256457667848887
1.4000000000000001,-3.515322545783531,0.944063700267961,-0.6735634506328747,0.14880761025485467
1.5,-3.580734573119143,0.9599959924667465,-0.6334017183131446,0.1676610050424998
1.6,-3.64200288944616,0.977595901276461,-0.5914979060707859,0.18224709732465094
1.7000000000000002,-3.6990341543333,0.9964454119316767,-0.549307913007524,0.19283452631351006
1.8,-3.751864472047665,1.016162806539163,-0.5079578698777443,0.1998419365874099
1.9000000000000001,-3.800625728308849,1.0364137992491587,-0.46825188567617415,0.20376651986748762
2.0,-3.8455148491828997,1.0569161105126605,-0.43071220502115093,0.20512669774736647
2.1,-3.886768169313079,1.077439138798632,-0.39563333419920577,0.2044214572288916
2.2,-3.924641516022741,1.0978004019584389,-0.36313739233713616,0.202105143177983
2.3000000000000003,-3.9593956477805063,1.1178601674342286,-0.3332235171672515,0.19857468557411662
2.4000000000000004,-3.991286219456191,1.1375153390732622,-0.30580834135618407,0.19416578479682145
2.5,-4.020557316051743,1.1566933243935928,-0.2807571699221145,0.1891549094355105
2.6,-4.047437653440614,1.1753463209603643,-0.2579068436306686,0.18376462103932623
2.7,-4.072138684777877,1.193446248601458,-0.2370817926116997,0.17817044577588592
2.8000000000000003,-4.094854011962954,1.2109804101155415,-0.21810482968429135,0.17250812402555216
